Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
88597,1.945418757,-0.395827494,-2.590731504,-1.231932392,1.347775163,0.554012593,0.382368419,0.086862276,0.918658158,-0.685422391,1.33900561,1.433279095,-0.398763704,1.011753021,0.48065194,-2.090695788,0.53907804,-1.145517823,0.020143454,-0.284036685,0.286242434,1.122475857,-0.081958298,-0.61754647,0.537083143,-0.663208943,0.039936662,-0.083159619,28.24,0
88598,2.136215024,-0.103015308,-1.50714848,0.175462039,0.330274562,-0.628000564,0.136827885,-0.247360048,0.668658904,0.085884974,-1.733700176,-0.100540822,-0.122701181,0.286328139,0.156406653,0.215172054,-0.644893434,-0.485374107,0.540544209,-0.21537862,-0.362155144,-0.92044508,0.216593289,-1.013791349,-0.171952278,0.2616839,-0.074410393,-0.071358065,1.29,0
88599,-0.322530251,0.722676366,2.39447043,2.455161003,-0.39658404,0.758013408,0.570147705,-0.168904656,-1.650471716,1.031835295,-0.595833363,-0.522443625,1.343577727,-0.551890623,1.486627717,0.253389226,0.110197323,-0.080708057,1.598191636,0.710559581,0.145047485,0.500445515,-0.08453065,0.063702054,-0.300765804,2.784122521,-0.239763827,-0.152239374,108.47,0
88601,-0.474344743,0.528523043,1.499877468,-0.253131764,-0.070153858,-0.345465052,0.277737245,0.056809037,0.528416582,-0.665912976,-0.986926283,0.490641415,0.81682903,-0.431823881,0.308347569,-0.271677135,-0.381662221,0.297731409,0.030713194,0.174351668,0.327048568,1.258542144,-0.212681664,0.045183381,-0.195326603,-0.105725774,0.4525728,0.245945294,22.87,0
88602,0.205680171,0.413402068,-0.916447673,-1.121018868,1.693803367,2.571093224,-0.376182647,-0.948664415,0.071707098,-0.390698234,0.642761972,0.682352479,-0.761948912,0.768361772,0.184340299,-0.679726588,0.229688074,-1.809858476,-1.172818095,-0.629160694,1.371391681,-0.855284945,0.266296444,-1.735437805,-0.240835509,0.297241506,0.286541151,0.27786735,8.99,0
88604,-0.09480429,1.122470351,0.134559322,0.956651113,0.945041526,-0.719941456,1.811834862,-0.544097953,-0.578541093,0.162675088,-0.942095538,-0.039336584,0.022843975,0.225446667,-0.319681828,-1.303285961,0.070247418,-0.414569341,0.744765327,0.240662128,0.09143811,0.715003977,-0.231665969,0.007767861,0.027720266,-0.405981473,0.263519116,0.023832584,53.76,0
88605,2.03245129,-0.019949544,-0.8825783,0.513062427,-0.325680232,-1.448906039,0.212223262,-0.377376843,0.471854018,0.064691701,-0.318018348,0.720948982,0.259368319,0.247194433,-0.020336672,-0.240792662,-0.150129838,-1.040213944,-0.01470008,-0.220454653,-0.258332511,-0.599479654,0.388954683,0.467140044,-0.345627798,0.168861292,-0.068455757,-0.055049831,1.98,0
88606,2.252369739,-1.60889344,-2.740085286,-2.660652573,1.344110637,3.188078748,-1.375574756,0.676320984,-1.707435099,1.685083266,-0.090430321,-0.89462782,0.364841309,0.048329795,0.630150352,-0.655233605,0.3007189,-0.033633636,-0.497102398,-0.288341108,0.104243767,0.600232718,0.077314595,0.722689303,0.10410788,0.094113063,0.003120535,-0.060163373,49,0
88608,-0.846519418,-0.673996551,2.855504694,1.418382257,0.283450579,0.221179288,-0.808826382,-0.000399075,1.56316053,0.144244583,-1.543353544,-0.376420782,-0.834329669,-1.168812101,-0.083656042,-0.476414212,-0.156924466,0.605702248,0.560905757,-0.038036879,0.157020195,1.150578015,-0.317924439,0.007418596,-0.643068952,-0.451041624,-0.088665798,-0.224268749,2,0
88609,2.024091796,-0.040098126,-0.891108313,0.504969786,-0.30332924,-1.362508648,0.187142016,-0.342320328,0.49390569,0.060667676,-0.301390658,0.657281486,0.105280884,0.28252366,0.044344299,-0.289661061,-0.088319334,-1.107617813,-0.082208305,-0.236157041,-0.254780788,-0.589920784,0.396397611,0.403455185,-0.364635357,0.175048761,-0.066285743,-0.056025709,1.98,0
88610,0.012404864,0.323292492,1.447130818,0.752746894,-0.103551551,-0.1744786,-0.129466552,0.178702395,0.511474749,-0.334617519,-1.222724143,-0.065160379,-0.075688554,-0.238191497,0.525094999,0.369823196,-0.68957996,0.429545077,-0.45244151,-0.114536449,0.184651958,0.599186053,0.148023336,-0.134496291,-0.98407745,-0.803100083,0.218860958,0.142806441,10.89,0
88611,-6.881975561,6.211651404,-4.456206045,-3.188404886,0.352256127,-0.87198966,1.224356987,0.229269506,5.582507732,9.26379588,0.30890566,-0.645279585,-2.144296977,-1.096783815,-0.009149234,-0.858779193,-1.25114299,0.127872867,-0.369037569,3.699560149,-0.835231384,0.154968101,0.030088036,-0.482370022,1.160961707,0.082023267,2.076829119,0.464928066,0.77,0
88612,2.401777186,-1.147414406,-1.680191583,-1.842265563,-0.456964558,-0.490171896,-0.785750129,-0.338261703,-1.638697005,1.654760685,-1.397703288,-0.741363162,1.530819277,-0.388335831,0.210242232,-0.382604461,0.040427031,0.254976003,-0.0721638,-0.333339922,0.03851883,0.62211201,0.00393306,0.073560592,0.228641743,0.084641944,-0.009327377,-0.058803892,11.5,0
88614,-0.184577691,1.152655679,1.036643616,2.460309087,1.379533883,1.180477399,1.157564217,-0.274047711,-1.148447535,1.596008329,0.110461935,0.192317762,0.376076805,-0.555979666,-1.895607682,1.202422055,-1.609825501,-0.204116623,-0.967012809,-0.130369131,-0.47798205,-1.247125534,0.176779751,0.078347178,-0.824295617,-0.790514105,-0.69319375,-0.406688018,45.36,0
88614,-0.584693348,1.244100547,-0.69025241,-0.249935817,1.002529066,-0.881175826,0.857759636,0.216281098,-0.734483831,-1.315497346,-0.935766169,-0.302379135,-0.142717549,-0.634929503,-0.040484768,0.126772568,0.950037601,0.120602045,0.423179521,-0.050063172,-0.092025094,-0.413668137,-0.074624916,0.495936146,-0.281177627,0.367262037,-0.028418225,0.098670103,17.5,0
88614,-0.282661232,0.52657956,1.579259895,-0.23207393,-0.143972492,-0.383610878,0.297300078,-0.00577304,0.443834495,-0.845849011,-1.088317266,0.320379207,0.554220576,-0.3544103,0.277453894,-0.195701622,-0.418146143,0.417713173,0.135748731,-0.022174623,0.354375696,1.241411559,-0.263223069,0.102363768,-0.262241892,-0.127934847,0.210991848,0.181991769,12.08,0
88616,2.066449792,-1.000150152,-0.435606589,-0.510407687,-1.117775912,-0.284557908,-1.014832205,0.094555657,-0.102629226,1.004110458,0.232385564,0.12152867,-0.696404126,0.186794259,-0.196181632,-0.753233185,-0.544870174,1.571117114,-0.384783563,-0.616018002,-0.597740763,-1.267859209,0.472934197,-0.42006362,-0.787359164,0.236570039,-0.02734023,-0.051932861,22.94,0
88616,-0.362395602,0.442421245,-0.025728496,0.263015793,1.804729685,-0.698157403,1.398106748,-0.337182148,-0.597356965,-0.046708166,0.118002555,0.198526308,-0.855690617,0.540869948,-1.561099337,-0.548614554,-0.688017411,0.191472064,0.136197071,-0.015228818,0.192535731,0.678564798,-0.229457055,-0.476061234,-0.104359105,-0.620285414,-0.000696061,-0.031746402,28.12,0
88616,-1.125563353,1.102158721,1.674491795,-1.055185869,-0.477340912,-0.679371644,0.160875101,0.50922875,0.122064129,-1.199220167,-1.039173124,-0.088052318,-0.367849098,0.27563971,0.740321023,0.459893188,-0.440986769,0.076197317,-0.147174922,-0.066665669,-0.154768119,-0.495030705,-0.207343389,0.008294993,0.354504468,-0.128447222,0.149903394,0.062570805,1.9,0
88616,-1.189204831,0.676769409,-1.992351321,-1.710836648,2.842672889,3.338703861,0.35191314,0.638463518,0.754387997,0.873171167,-0.179560429,0.082954657,-0.36375409,-0.08330976,-0.154637198,-0.394413202,-0.519154665,-0.967562799,-0.191323662,-0.095528352,-0.251670663,-0.466361695,0.147539925,0.706738525,-0.695154096,0.056585681,-0.894280028,-0.197469553,25,0
88617,-0.766820617,1.168885625,0.951680372,0.717383589,1.039081547,-0.346662682,1.76547267,-0.569000973,-0.578734164,0.621377269,0.766196013,-0.35542302,-1.727480908,0.431310904,-0.595407377,-1.168779764,-0.080673889,0.175971007,1.173346362,0.109518421,-0.040673124,0.372061543,-0.705866638,0.010708832,1.003729881,-0.266129649,-0.277631749,-0.368165915,38.09,0
88618,-0.80127688,-0.709568459,2.347235558,-1.403358317,0.26571275,1.184782992,-0.813213917,0.350510924,-0.477828827,0.169599993,-0.500575894,-0.198153093,0.409978696,-0.678497461,0.405406833,-0.728745633,-1.062185626,3.021033833,-0.00856854,-0.087251379,-0.14064965,0.101792133,-0.355560439,-0.381328961,0.392648676,-0.077393956,-0.058480052,-0.138395268,25,0
88619,0.008446316,0.847646486,0.300763441,-0.57423822,0.463904415,-1.133810518,1.040261047,-0.234652522,-0.118474591,-0.427118632,-0.835519549,0.402693638,0.501101399,0.017505261,-0.455958092,-0.11851118,-0.433133788,-0.808101432,-0.091716997,0.014885644,-0.247825079,-0.532217646,0.085764252,0.051979153,-0.469835149,0.135920498,0.247025397,0.099729775,8.99,0
88619,-0.457667673,0.400440616,1.180747973,-0.949279211,0.328253695,0.660022091,0.062553806,0.334840004,0.349363967,-0.509395917,-0.271431314,-0.192596023,-1.007910354,-0.021395512,-0.546717847,0.719946493,-1.003074046,1.025378249,0.216033822,-0.131001108,0.252528781,0.698090888,-0.263740368,0.120463556,-0.366516624,0.511224924,-0.025920663,0.153238008,11.5,0
88619,-0.362635227,0.905004936,1.471664855,0.944912991,0.007756579,-0.148976734,0.56019359,0.052195081,-0.13344944,-0.170635532,-0.857248108,0.276486617,0.586021642,-0.112853015,0.633405709,-0.218062988,-0.286006656,-0.066776272,0.491859184,0.222945669,-0.129454738,-0.197758402,0.13982438,-0.070464345,-0.648926666,-0.839015965,0.481659013,0.26715113,39.96,0
88622,-0.57461453,-0.431563926,-0.553675845,-3.608366667,-1.010879423,-1.232811845,2.12541676,-0.741332213,-0.145932438,-1.286958104,-0.863011765,0.084384784,0.157517423,0.345396115,0.61843072,-2.837623594,0.105710164,1.36041262,0.243711937,-0.527655665,-0.167209437,0.250294713,0.036490776,0.053086134,0.326336072,-0.737367367,0.179588951,0.069394933,288.05,0
88622,1.888903488,0.513828344,-1.275884519,3.494233121,1.06662258,0.351518313,0.432538833,-0.178729811,-1.283130972,1.478899829,-1.541316971,-0.01560251,1.377480183,0.137980172,-0.344331387,1.089246911,-1.264145974,-0.093059626,-1.495727406,-0.034868043,0.228277147,0.549659862,-0.057700731,0.107711417,0.25482847,0.128641061,-0.056115334,-0.038551066,67.23,0
88624,1.543139771,-1.97564627,-0.109790932,-0.359801939,-1.73395589,0.213547219,-1.165583996,0.060625058,0.62183448,0.421757012,-1.083718793,0.46727517,1.305914124,-0.679709507,0.926146846,-0.875580676,-0.526169112,1.851765125,-1.196249221,0.049203132,0.036454979,0.158498653,0.072819435,0.751114863,-0.597090612,0.002519009,0.020773399,0.03371252,287.5,0
88624,1.784467944,-0.944343273,-0.755416159,-0.012651105,-0.468726504,0.39097625,-0.698211994,0.207374371,1.361869886,-0.081220785,0.14773623,0.629761618,-0.438562884,0.07642337,-0.034084771,0.515683536,-0.886396781,0.919575353,0.345391576,0.036763413,0.250226764,0.626483459,0.00368064,0.225827175,-0.170882594,0.094870145,-0.018064632,-0.032442807,118.64,0
88624,-2.393704157,2.991794071,-2.797600965,-1.84042125,0.822811745,-0.899402906,0.827939856,0.646584496,0.554305557,1.697445877,-0.483501544,0.71927377,0.376715058,0.831535853,-0.787710031,-0.019846505,-0.901422427,0.458374822,0.413379269,0.822213247,0.063801422,0.624142802,-0.223316727,-1.356724028,0.317552018,0.193250567,0.978795081,0.605003246,1.46,0
88625,-1.263305943,0.755575739,0.955208654,-2.792793137,0.038865021,-0.376304175,0.473768192,-0.030258687,2.048438227,-0.134767962,-1.273078666,-0.440507462,-0.978772975,-0.751232521,-0.175016921,0.314765309,-0.967567635,0.072231624,-1.206268457,0.28743869,0.093800341,0.792431579,-0.233368054,0.642545163,-0.083887242,0.532368726,0.338622581,0.190899988,7.57,0
88625,1.974724996,-0.474943278,0.038137335,1.161797085,-0.669276864,0.536445551,-1.152617398,0.303452893,1.663281388,0.165876513,-2.146636415,-0.616521495,-0.778036721,-0.226349187,1.077281072,1.042309475,-1.126873947,1.015051049,-0.528691796,-0.288883231,0.176317825,0.675386001,0.088765951,-1.113512314,-0.221181883,-0.514919759,0.091236928,-0.03002457,4.99,0
88626,1.692606508,0.04947012,-1.5094206,3.42556285,0.980206233,0.644589178,0.417020736,-0.038501898,-1.304168694,1.647763646,-0.639180046,-0.175200831,0.141615666,0.583136529,-0.88896782,1.525937604,-1.659166664,0.760164982,-0.988130425,0.085833029,0.28655627,0.440257935,-0.260147629,-1.39086848,0.216610211,0.18077042,-0.082622072,-0.048225657,165.26,0
88627,-0.086490032,1.303890718,1.215319756,2.757616313,0.622933923,1.001927794,-0.000396862,-0.557438183,-1.081252537,0.801853629,-1.408014543,0.092920728,1.259070334,-0.572737022,-0.873308792,1.262386585,-1.130057402,0.103120629,-2.125644566,-0.324672695,1.078720073,0.709304102,0.019592095,0.598140715,-0.243802571,0.015251132,0.05875282,-0.015998162,3.75,0
88628,-0.131612442,0.059408245,0.2192602,-1.430749741,2.441799262,4.173120827,-0.245042218,0.928825843,0.340205316,-0.40791549,-0.327379629,-0.168699242,-0.18102061,-0.304577979,0.64317217,-0.064743371,-0.571532611,0.082261098,0.003264148,0.106689151,0.215109134,0.833618205,-0.146550355,0.765012283,-0.625872151,0.569956167,0.018705885,-0.044667905,11.5,0
88628,1.720751457,-0.72616876,-0.808672485,0.279894442,0.227486062,1.423688038,-0.622402821,0.436983393,1.080781258,-0.210652704,1.046919145,1.74184004,0.587747807,-0.042244244,-0.093882181,-1.00923189,0.230935786,-0.923577204,-0.772597061,-0.157154218,0.354501109,1.339983405,0.006461487,-1.346719808,-0.088529107,-0.019991198,0.070680102,-0.059332796,68.25,0
88629,-1.029115529,-0.561954113,0.807525906,-0.884307323,1.32226247,1.071573435,0.074101566,0.609485722,0.828935496,-1.261856319,-1.07581211,-0.302401724,-1.490728725,0.063355706,0.087501115,-0.992330482,0.370127958,-1.090384015,-1.801912169,-0.068682154,0.4486812,1.223411335,0.10549691,-0.353697555,-0.287666961,-0.201878886,0.173979171,0.185662981,80.2,0
88630,2.192705485,-1.272163118,-2.191366237,-1.935373497,0.185643586,0.372232214,-0.560267725,0.013285115,-2.171462826,1.757042058,1.134476916,-0.281455588,-0.028422075,0.510326755,0.015587378,-1.595997015,1.083803139,-1.140504525,-0.802765539,-0.518517901,0.051512314,0.647529406,0.075154317,-1.499493405,0.028387706,0.117982553,-0.004020503,-0.096345427,32,0
88630,-1.914357162,-0.598055037,-1.35750832,-0.160664655,2.568746152,-1.809788956,0.475016636,0.061474624,-1.272119583,-0.363450163,0.77897971,1.09291116,0.430074792,1.125236625,-1.244726421,-0.459744834,-0.264334856,-0.202082369,0.031055111,-0.232405463,0.407022389,0.887701945,-1.065390482,0.887994502,0.807158035,0.654306875,-0.114469359,-0.555533407,0,0
88630,-1.043512413,-0.56404321,0.899044111,-0.960202612,1.301567655,1.115544712,-0.004977482,0.670192404,0.575087469,-1.080245652,0.432952811,0.447737113,-1.352669441,0.217849595,-0.660163035,-0.756602575,0.035166994,-0.572311515,-1.420942118,-0.092966114,0.483697916,1.360239966,-0.006691464,-1.414507774,-0.298747749,-0.168665228,0.180250121,0.165257428,68.25,0
88631,1.775711727,-0.882250963,-1.173489549,0.089234253,0.483969049,2.011076249,-0.858055625,0.692348514,1.446382552,-0.145174182,0.283048886,0.339776888,-1.636888596,0.377426785,0.231763921,-0.759760242,0.195541182,-0.477266836,-0.593782246,-0.281577289,0.290385611,1.026275068,0.030014587,-1.06032331,-0.091953013,-0.021046153,0.051887429,-0.062921938,58.59,0
88631,-0.705370937,0.729675389,-0.208256022,4.966553492,1.760358302,0.647761112,0.860058416,-0.441937909,-1.612540423,1.137326842,1.768221688,-0.486715976,0.444494465,-3.402018996,0.318896377,0.968411621,1.998913697,1.823347717,0.888456879,-0.130344991,-0.183743461,0.365799207,-0.291540289,0.50627894,-1.604585623,0.060092529,0.149321561,-0.261114841,205.8,0
88632,-1.83110713,-0.005330758,-3.230273622,-0.138134731,0.423751054,-0.858459147,1.995078493,0.160871988,-1.078730014,-0.256404265,0.501715161,1.185489468,0.588504007,1.36041918,-1.556752839,-0.28679259,-0.309488197,-0.070655868,-0.00656296,-0.646445244,0.480251666,1.816519103,0.579869806,0.854580217,-1.005501063,0.345490511,0.440655503,-0.329862064,214.01,0
88634,-2.60473644,-0.566393541,1.007936621,1.836411777,4.157696347,4.13596632,-1.035083487,1.208365469,-1.067687887,0.878032298,-0.757943062,-0.569364445,-0.178264739,-0.326030033,-0.429959085,1.216894503,-1.153297702,0.017860252,-2.068436193,-0.613125272,0.099137778,0.431999762,-0.722824872,0.744764659,0.638176537,0.16671875,-0.252317305,0.388823663,34.04,0
88634,1.479161153,-1.789311638,0.511566696,0.81352309,-1.789042721,0.964246358,-1.486677248,0.519735108,2.515252678,-0.232492011,-0.551953074,0.737841651,-1.270845078,-0.871607578,-2.022690151,0.219619993,-0.181541357,0.683312329,0.587181201,0.138538853,0.20917004,0.627223281,-0.038261325,-0.264564993,-0.495372506,0.722406644,-0.008041202,-0.017090228,211.31,0
88636,2.030810217,-0.491621792,-1.592279213,-0.649918217,-0.295965474,-1.55791679,0.250639656,-0.358867389,1.15167727,-0.322015053,-0.854244972,-0.280890637,-1.594269608,0.723530083,0.469157987,-0.545373717,0.064164431,-0.731768466,0.543948215,-0.227103473,-0.152581285,-0.41337779,0.201114456,-0.001645611,-0.176758902,0.536550625,-0.11097161,-0.069916045,44.85,0
88637,-0.86433446,0.558342986,0.302562904,-2.423334073,1.377881014,0.610350815,0.759345672,0.157007798,-1.667245366,-0.94292818,0.236355941,-0.550819164,0.465704746,-1.502751928,0.016929315,0.241905788,1.944543795,-2.735059751,-1.030371046,0.007607547,0.056800779,0.127064325,-0.350155088,-0.355510609,0.665486135,-0.190436316,-0.090104632,0.057571693,25,0
88638,-1.197124921,-0.879742796,2.228523909,-2.396488665,0.125057564,2.712289255,-0.758440804,0.769764538,0.206911853,-0.045500969,-0.091242018,0.160933344,-0.52306183,-1.156864885,-1.221571374,-1.941670181,0.402310325,0.434427933,-1.149313462,-0.365769861,-0.502102948,-0.430937126,-0.235696411,-0.91114308,-0.004989511,1.30377472,0.037642078,-0.138168561,68.03,0
88642,1.854807334,-0.489947308,-3.128499698,-0.599539406,2.459330338,3.243707199,-0.427428478,0.812049592,0.871704794,-0.854259075,0.270199172,0.294145952,-0.356419031,-1.217709202,0.304639908,-0.081741534,1.001079244,-0.086917081,-0.02558244,0.048846345,-0.201375979,-0.614573732,0.157052401,0.588333208,-0.058313466,-0.076037421,-0.002785568,-0.014170083,88.85,0
88642,2.14440016,-1.012296764,-1.017395249,-1.351168068,-0.992512451,-1.108856727,-0.540701587,-0.343547269,0.200494127,0.4088957,-1.004786613,0.445957616,0.969922282,-0.185104544,0.350458234,-1.730565347,-0.07731297,1.0319499,-0.38875239,-0.48879737,-0.239347253,-0.024115818,0.150195351,-0.051694131,-0.192190995,0.745773202,-0.039750406,-0.054742092,36,0
88643,-1.256828096,1.263550124,-0.736596202,-1.374159914,1.645991115,2.571293791,-0.331170128,-0.397465195,-0.328717829,-0.590431831,0.413835302,0.614320747,-0.722284357,0.917957315,0.115128202,-0.710982719,0.492185279,-1.613534582,-0.859998073,-0.568843728,1.420771073,-0.725926181,0.300147668,-1.748506903,-0.753979476,0.294349839,0.366783978,0.147485192,8.99,0
88643,-3.178459638,1.849883585,1.336982561,0.551561622,-2.951396018,0.857606214,-2.445242372,2.271702872,0.442005509,0.776953765,-2.535556089,0.89178476,0.800683114,-0.643911396,-1.479059936,-1.850506587,1.243987886,1.825964078,0.021779898,-0.03504022,-0.267057901,0.156908787,-0.176121324,0.035657665,0.831587031,-0.123657338,0.492818664,0.217301606,10,0
88644,1.901371204,-0.570184392,-0.033355803,0.281422386,-0.779664382,0.211135799,-0.990315012,0.28063603,1.3504558,-0.008679204,0.757410712,0.944527496,-0.260049596,0.001616592,0.265430202,0.643042835,-0.905848756,0.818987828,-0.025996787,-0.174939641,0.120852384,0.424987725,0.292687129,0.741395972,-0.420997004,-0.47013337,0.044506687,-0.027360746,19.36,0
88646,-0.582249095,0.160793312,1.429976533,-0.537279538,0.497498943,0.580500012,-0.105389245,0.415758476,0.360789886,-0.700019678,0.001413419,0.00699052,-0.990828427,0.123968864,-0.059303754,0.181694651,-0.684181429,1.150410856,0.621400662,0.011271733,0.289609987,0.816535253,-0.284329475,0.2230567,0.019135656,-0.138042162,0.141728748,0.136673627,12.99,0
88647,1.916021878,-0.143635064,-0.688849057,0.258918926,-0.462943594,-0.724066071,-0.442236202,-0.018163313,0.890327846,-0.569644509,1.511124631,1.436069577,0.736617812,-1.2465998,0.011322289,0.740551347,0.188805336,0.633282295,0.092494438,-0.088892676,-0.185997122,-0.400233039,0.34694872,-0.031245971,-0.521191132,-0.31281159,0.023345926,-0.014112726,20,0
88648,2.032590513,-0.171643867,-1.226062845,0.219718714,0.050961423,-0.675560903,0.0479077,-0.135440495,0.385948207,0.254551129,0.520689768,0.724108249,-0.467603325,0.553043824,-0.574342918,0.230155111,-0.650883962,-0.182150135,0.583847091,-0.219134392,-0.26479196,-0.704557952,0.279415032,-0.42032914,-0.296559869,0.203625678,-0.079798919,-0.073926949,8.99,0
88651,-0.610163908,1.045561705,0.54545906,-0.445799648,0.343482913,-0.133621097,0.273428291,0.139430033,0.616349642,-0.599157951,-0.756754523,-0.245790688,0.243208082,-1.728122104,0.407693603,0.704055205,0.270420412,0.749227089,-0.770954507,0.188026208,0.156467679,0.718202885,-0.236942334,0.550719107,0.084055598,0.450505579,0.260113651,0.189426074,12.64,0
88654,-1.145597712,0.258644664,1.643204845,-0.808014062,1.649952065,2.071643208,0.114173701,0.906294592,-0.231744371,-1.084649087,1.442815842,1.153465506,-0.157830355,0.099473731,-0.202983789,-0.281878204,-0.21876464,-1.541652271,-2.958592288,-0.274138146,0.086343998,0.179156628,0.115800817,-0.670024731,-0.358701422,-1.040490856,0.178887874,0.12824352,20,0
88654,0.058888469,0.931354856,-0.350236627,-0.613206572,0.87011917,-0.572801975,0.919170916,0.025015195,-0.317799947,-0.677756737,1.120149556,0.597727422,-0.122257834,-0.805728294,-0.945006392,0.49420204,0.163192718,0.246625459,0.007974602,0.062333025,-0.271265885,-0.70223955,0.139285216,0.658103926,-0.46219861,0.086230755,0.212551296,0.076884369,18.98,0
88654,2.085624198,-0.173201092,-1.484456161,0.068067091,0.363346084,-0.316573116,0.02933997,-0.094656859,0.42773117,0.257201179,-0.040285264,0.52281068,-0.345666201,0.511777621,-0.530247243,0.412564677,-0.880581178,0.020779445,0.822461771,-0.20709935,-0.308764561,-0.817090647,0.205413718,-1.0506984,-0.210472673,0.243101297,-0.079692131,-0.081067674,4.49,0
88655,1.94711018,-0.209072022,-0.84872854,0.41264936,-0.239620903,-0.138734989,-0.660354544,0.112989607,0.777070842,-0.292497594,1.219899881,0.989153329,0.517492159,-1.284411609,-0.048329859,0.938321493,0.080420362,1.076374591,-0.254892738,-0.077011886,0.238555323,0.847311765,0.117749825,0.742992147,-0.216709081,0.584748275,-0.015929221,-0.023829818,12.45,0
88656,0.011417036,-0.823494058,1.523605908,0.289637236,-0.610876582,2.188941066,-0.39887614,0.312244189,-0.168993475,0.650486624,-0.716878565,0.825369824,1.62894359,-1.329957397,-1.283273861,-1.464802239,-0.595084804,2.638291115,0.236340815,0.074437695,0.045797066,0.918665487,0.380835603,-0.218477499,-1.341426639,-0.582036397,0.229322976,0.092798822,163.54,0
88657,0.213039857,0.861129271,-0.010847449,-0.443332729,0.728000413,-1.136541113,1.277952217,-0.511765083,0.157529438,-0.067379223,-0.99509726,-0.2520803,-0.119731437,0.231219931,0.509561089,-0.478237248,-0.623751769,0.195472023,0.097807252,0.048483675,0.307517788,1.331449788,-0.186989426,-0.073409051,-0.800966716,-0.241174267,0.345509978,0.097518434,4.56,0
88657,-0.864690375,0.198610568,0.219295141,-0.956103624,1.038443657,2.345130854,-0.595796962,1.203972532,0.076543528,-0.802834924,0.925462249,1.372858793,0.653470135,0.144672507,0.148466068,-0.588725008,0.294514686,-1.133956771,-1.51718748,-0.294467243,0.56131083,1.686951046,0.078853788,-0.982220259,-1.363300462,0.524193871,0.042404802,0.145381841,19.95,0
88660,-3.163692522,2.36380729,0.475937076,-1.589573538,-0.579587868,0.783601609,-1.628325946,-6.239030782,1.766269212,-0.019508106,-1.43035304,0.436715519,-0.618116497,-0.269219238,-0.637209544,0.472027781,-0.499291556,0.315327099,-1.754520835,-1.507184431,6.348932062,-1.065780211,0.568038605,-0.186673934,0.168295936,-0.329766515,0.52699156,0.424944113,36,0
88662,1.940065974,-0.21618261,-0.374857356,1.377780231,-0.543349455,-0.472655925,-0.434437534,-0.007240611,1.058680178,0.212306654,-1.187594473,-0.205555256,-0.917805387,0.185247027,0.530417955,0.238989837,-0.545622961,0.200490784,-0.638016258,-0.309397494,0.145053717,0.55626866,0.140680438,-0.125197583,-0.078025431,-0.573605501,0.046617394,-0.034979666,15,0
88665,2.074648313,-0.031346282,-1.119716911,0.378410539,-0.046722776,-1.123364069,0.198938804,-0.340895511,0.510285258,0.065894146,-0.826380727,0.535534391,0.363570657,0.211864981,0.020636645,-0.075140418,-0.357376066,-0.85528859,0.200168204,-0.203926903,-0.296366794,-0.703353616,0.31948974,-0.102920141,-0.269097616,0.204262794,-0.068965225,-0.061002489,0.89,0
88665,-0.612976044,1.52728862,1.148608446,2.294994669,1.245315163,-0.105751575,1.488812783,-0.12691217,-2.190785765,0.464865738,-0.890747875,-0.110837359,0.952617432,0.054819384,-1.118323677,0.995542387,-1.176504014,-0.284319232,-2.546034635,-0.079126453,0.373949157,0.899307724,-0.207461731,1.156007777,0.186625203,-0.034413067,0.062380778,0.15631307,44.55,0
88667,-2.6442381,-0.221680309,0.625134159,-0.71096912,0.988611989,-0.964368728,0.71134331,-1.642168478,2.296240938,2.215622144,-0.624641784,-0.250523694,0.069942704,-1.593438044,0.349743107,0.032958145,-1.288126168,-0.656262862,-0.073052397,-0.893762191,-0.384828474,-0.247073143,-1.055898433,-0.00286833,-2.234751341,-0.331572235,-2.40042006,-1.574105489,27.99,0
88667,-0.678072967,0.602918496,1.521467056,0.978143158,0.841664052,-0.263115648,0.883361002,-0.136432224,-0.511497222,-0.059565624,0.414868732,-0.110569954,-1.500877707,0.341708318,-0.901586923,-0.937247014,0.003291,0.592720703,1.191596194,0.094244338,0.19792489,0.80671555,-0.629321078,0.092221402,0.995659859,-0.119764057,-0.111838983,-0.171453537,10,0
88668,-1.597914896,2.970198861,-0.646687333,3.805819672,0.628466346,1.383362288,-0.098113935,1.116238844,-1.839579641,2.709118363,-0.245805428,0.454856736,0.989729318,0.664415679,-0.319749753,0.182565752,-0.040998761,0.331115428,1.784378099,0.65388938,-0.214515858,-0.507828965,0.161897227,-0.25809378,-0.581364389,0.050797572,0.503330541,0.385421265,2.68,0
88671,1.087296822,-2.206873154,-1.380709183,0.720690787,-0.331839773,1.608141455,-0.319640597,0.278290174,-0.286862637,0.656761666,-0.936977427,0.048992492,0.247453707,0.112112074,1.037527711,-2.030219305,0.367334146,0.231040448,-2.326177223,0.217430849,0.013803274,-0.315472202,-0.069408423,-0.617350267,-0.492764611,-0.642209715,0.023220061,0.043493468,474,0
